dependency,frequency,norm,samples
( VB advmod RB ) ( VB xcomp VBG ) ( VBG xcomp JJR ) ( JJR nsubj NN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Leaning forward, sliding one's chair closer
"
( NN dep VBG ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,"Good-natured shoving and pushing
"
( VB advcl VBG ) ( VBG mark IN ) ( VBG ccomp VB ) ( VB advmod WRB ) ( VB nsubj NN ) ( VB nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Bitterness at watching how others respond to the rival
"
( NN amod JJ ) ( NN acl VBN ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A tart tone, snapping at others
"
( VBG nmod NN ) ( NN case IN ) ( NN acl:relcl VB ) ( VB nsubj PRP ) ( VB aux MD ) ( VB xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( VB nmod IN ),1.0,0.000375939849624,"Daydreaming about people one would like to have relationships with
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG xcomp JJ ) ( JJ nsubj NN ),1.0,0.000375939849624,"Pursing or pressing lips flat
"
( VBG dobj NN ) ( NN compound NN ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,"Breaking eye contact and shrugging
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VBN ) ( VBN nmod NN ) ( NN nmod NN ) ( NN case IN ) ( NN dep PRP ),1.0,0.000375939849624,"Looking up with hands raised in the why me? position
"
( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ) ( NN dep JJ ),1.0,0.000375939849624,"An inward gaze or unfocused stare
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ),1.0,0.000375939849624,"Blowing cheeks out, then swallowing the air or releasing it
"
( VBG xcomp VB ) ( VB mark TO ) ( VB advmod RB ),1.0,0.000375939849624,"Stopping to listen intently
"
( VBG dobj NN ) ( NN amod VBN ),1.0,0.000375939849624,"Following the suspected person
"
( NN amod JJ ) ( NN appos NN ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"A beaming face, strong color and sheen
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advcl VB ) ( VB mark RB ) ( RB mwe IN ) ( VB nsubj PRP ) ( VB aux MD ) ( VB xcomp JJ ) ( JJ nsubj PRP ) ( JJ advmod RBR ),1.0,0.000375939849624,"Pulling and tugging at one's clothes as if they can make one less visible
"
( VBN nsubj NN ) ( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),1.0,0.000375939849624,"An incredulous stare or dazed look
"
( VBG dobj NN ) ( NN appos NN ) ( NN acl VBG ) ( VBG xcomp VB ) ( VB mark TO ),1.0,0.000375939849624,"Lowering the head, the neck appearing to shrink
"
( NN dep NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A voice that hardens over the course of an argument
"
( JJ dep NN ) ( NN nmod:poss NNP ) ( NNP nummod CD ) ( NNP case POS ) ( NN cc CC ) ( NN conj RB ),1.0,0.000375939849624,"Covering one's face and then peeking
"
( VB advmod RB ) ( RB advmod JJ ),1.0,0.000375939849624,"Legs wide apart
"
( VB nsubj NN ) ( NN acl:relcl VBZ ) ( VBZ cc CC ) ( VBZ conj VBZ ),1.0,0.000375939849624,"A smile that slips or appears forced
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case TO ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Touching one's fingertips to one's lips
"
( VBG advmod RB ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advcl VBG ) ( VBG mark IN ) ( VBG compound:prt RP ),1.0,0.000375939849624,"Standing back and observing before jumping in
"
( VBG dobj NN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Clutching a purse, coat, or other object
"
( VBG advmod RB ) ( VBG compound:prt RP ) ( VBG dobj NN ) ( VBG cc CC ) ( VBG conj NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Always looking over the shoulder or around the next corner
"
( NN dep NN ) ( NN nmod NN ) ( NN case IN ) ( NN appos NN ),1.0,0.000375939849624,"A mouth that curls with dislike, sneering
"
( VB advmod RB ) ( VB nsubj NN ),1.0,0.000375939849624,"Deliberately raised eyebrows
"
( NN discourse NN ) ( NN dep NN ),1.0,0.000375939849624,"Moving, fidgeting, pacing
"
( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( NN dep VBG ) ( VBG advmod RB ) ( VBG xcomp JJ ),1.0,0.000375939849624,"Opening the mouth to criticize, then stopping short
"
( VBG compound:prt RP ) ( VBG advcl VBZ ) ( VBZ mark IN ),1.0,0.000375939849624,"Nodding along as another speaks
"
( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj NN ) ( NN case IN ) ( NN nmod:poss PRP$ ),1.0,0.000375939849624,"Spitting at someone or in their direction
"
( VB dobj NN ) ( NN compound NN ) ( NN advmod RB ),1.0,0.000375939849624,"Rapt attention, still posture
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Pushing up one's sleeves
"
( NN nsubj NN ) ( NN amod VBG ) ( NN cop VBZ ) ( NN case IN ) ( NN dep NN ) ( NN mark IN ) ( NN case IN ),1.0,0.000375939849624,"Shaking one's head as if in denial
"
( VBG dep VBG ) ( VBG dep VBG ) ( VBG dobj JJ ) ( JJ appos NN ),1.0,0.000375939849624,"Squealing, screaming, shouting, whooping, hollering
"
( VBG dobj NN ) ( VBG nmod PRP ) ( PRP case IN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Inflicting pain on oneself as a penance
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ) ( VBG compound:prt RP ),1.0,0.000375939849624,"Brushing off compliments or putting oneself down
"
( VB xcomp VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Thoughts centering on the facts of the situation
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ) ( VBG dep VBG ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Apologizing for one's lackluster reaction, citing mixed feelings
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ) ( VBG advcl VBG ) ( VBG mark IN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Fussing over the person's appearance while speaking in encouraging tones
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ) ( VBG compound:prt RP ),1.0,0.000375939849624,"Lifting someone up or swinging them around
"
( JJ advmod RB ) ( JJ nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),1.0,0.000375939849624,"Nails biting into one's own palms
"
( NN acl VB ) ( VB mark TO ) ( VB nmod NN ) ( NN case IN ) ( NN compound NN ) ( VB cc CC ) ( VB conj NN ) ( NN cop VB ) ( NN case IN ),1.0,0.000375939849624,"An inability to join in fun activities or be with friends
"
( VBG xcomp JJ ) ( JJ advcl VB ) ( VB mark IN ) ( VB dobj WP ) ( VB nsubj NN ) ( VB aux MD ),1.0,0.000375939849624,"Appearing unbothered by what others may think
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Closing the eyes and taking a calming breath
"
( VBG xcomp VB ) ( VB mark TO ) ( VB cc CC ) ( VB conj VB ) ( VB dobj NN ) ( NN acl:relcl VB ) ( VB nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Backtracking to try and undo something said in haste
"
( NN acl:relcl VBZ ) ( VBZ cc CC ) ( VBZ conj VBZ ) ( VBZ xcomp JJ ),1.0,0.000375939849624,"A voice that drops or goes quiet
"
( VBG dobj NN ) ( NN amod VBN ) ( VBN nmod IN ),1.0,0.000375939849624,"Hugging friends close by
"
( VBZ nsubj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Offering encouragement and support
"
( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Stuttering, stumbling over one's words
"
( VBG xcomp JJ ) ( JJ advmod RBR ) ( RBR case IN ),1.0,0.000375939849624,"Swallowing more than usual
"
( NN nmod NN ) ( NN case IN ) ( NN compound NN ),1.0,0.000375939849624,"A lack of eye contact
"
( NNP dep NN ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Offering a deep sigh and thoughtful expression
"
( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Holding onto a chair or wall for support
"
( VBG neg RB ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( VBG advcl VBG ) ( VBG ccomp VBN ) ( VBN nsubj NN ),1.0,0.000375939849624,"Not showing up for work or school, letting grades slip
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Pulling down glasses and looking over the rims with a flat gaze
"
( VBG dep VBG ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Crumpling, sinking to the ground
"
( VBZ nsubj NNP ) ( VBZ advcl VBG ) ( VBG mark IN ),1.0,0.000375939849624,"Long pauses before responding
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Drawing breath and releasing it before speaking
"
( VB nsubj NN ) ( VB nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Hands folded in one's lap
"
( VBG nmod NN ) ( NN case IN ) ( VBG advcl VBG ) ( VBG advmod WRB ),1.0,0.000375939849624,"Speaking without hesitation when answering
"
( VBG conj VBG ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,"Whining, grumbling, or pouting
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Holding back a scream or cry
"
( NN compound NN ) ( NN dep VBZ ) ( VBZ dobj NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod:poss PRP$ ),1.0,0.000375939849624,"A hand flap that dismisses the person or their idea
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Forming a steeple with hands and pressing them to lips
"
( NN nmod NN ) ( NN case IN ) ( NN acl VBG ) ( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A thickness in the throat, signaling the onset of tears
"
( VB dobj NN ) ( VB advmod RB ) ( VB dep VB ) ( VB compound:prt RP ) ( VB ccomp VBZ ) ( VBZ advmod FW ) ( FW compound FW ) ( VBZ nsubj WP ) ( VB dobj NN ),1.0,0.000375939849624,"Lifting a hand loosely, palm up in a Who cares? gesture
"
( JJ nmod:npmod NN ) ( NN compound NN ) ( JJ dep JJ ) ( JJ advmod RBR ) ( RBR case IN ),1.0,0.000375939849624,"A parting hug lasting longer than normal
"
( VB dobj NN ) ( VB nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Quiet answers to questions
"
( NN dep VBG ) ( VBG advmod RB ) ( VBG conj VBG ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,"The lips pressing together, pursing, or flattening
"
( VBG nmod NN ) ( NN case IN ) ( VBG advcl VBG ) ( VBG mark IN ) ( VBG dobj PRP ),1.0,0.000375939849624,"Flicking through a magazine without reading it
"
( NN appos NN ) ( NN amod VBG ) ( NN acl:relcl NN ) ( NN cop VBZ ) ( NN amod JJ ),1.0,0.000375939849624,"Rudeness, saying something that is a low blow
"
( VBG dobj NN ) ( VBG advcl VB ) ( VB mark IN ) ( VB dobj WP ) ( VB nsubj NN ) ( VB aux MD ),1.0,0.000375939849624,"Gathering opinions on what others would do
"
( NN compound NN ) ( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Burning sensation in the chest or stomach
"
( VBG xcomp NN ) ( VBG nmod NN ) ( NN case TO ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Becoming non-reactive to stimulus or noise
"
( VB nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Laughter with an edge
"
( VBG advmod RBR ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Moving closer to erase distance
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advmod RB ) ( RB advmod RB ) ( RB nmod NN ) ( NN case TO ) ( NN nmod:poss NN ) ( NN case POS ),1.0,0.000375939849624,"Bringing one's legs up close to the body's core
"
( VBG dobj PRP ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"checking oneself in the mirror
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Pulling glasses down and looking over the rims
"
( NNP dep VBG ) ( VBG dep VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Fingers retracting, turning claw-like
"
( VBN nsubj NN ) ( VBN xcomp VBG ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,"Restless sleep, tossing and turning
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG advcl VBZ ) ( VBZ mark IN ) ( VBZ nsubj NN ) ( VBZ advcl VBG ) ( VBG mark IN ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,"Spewing food or drink if laughter hits while eating or drinking
"
( VB dep VBN ) ( VBN nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Head cocked to the side
"
( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBN ) ( VBN mark IN ) ( VBN auxpass VBG ),1.0,0.000375939849624,"Flinching at noise or from being touched
"
( VBG xcomp VBN ) ( VBN mark TO ) ( VBN auxpass VB ) ( VBN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Wanting to be surrounded by family and friends
"
( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( VBG xcomp VBN ) ( VBN mark TO ) ( VBN auxpass VB ),1.0,0.000375939849624,"Asking for the good news to be repeated
"
( NN amod JJ ) ( NN appos NN ) ( NN compound NN ) ( NN compound NN ),1.0,0.000375939849624,"A wide stance, chest thrust out
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG dep VBG ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Rocking on one's heels, pretending to study the floor
"
( NN acl VBG ) ( VBG xcomp JJ ),1.0,0.000375939849624,"The mouth falling open
"
( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( JJ advmod RB ),1.0,0.000375939849624,"Applauding in a deliberately false fashion
"
( NN advmod RB ) ( NN compound NN ),1.0,0.000375939849624,"Slightly clenched fists
"
( VBG dobj NN ) ( NN compound NNP ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Making an X motion with one's hands
"
( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj VBZ ) ( VBZ mark IN ) ( VBZ nsubj NN ),1.0,0.000375939849624,"Texting during an event or while someone speaks
"
( JJ advmod RB ) ( JJ cop VBG ),1.0,0.000375939849624,"Difficulty being articulate
"
( VB xcomp VBG ) ( VBG advmod RB ) ( VBG advcl VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Head tipping back, turning one's face to the sky
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG advcl VBG ) ( VBG advmod RB ) ( VBG dobj PRP ),1.0,0.000375939849624,"Tightening the hands into fists, then loosening them
"
( VBG dobj NN ) ( NN acl:relcl VB ) ( VB dobj NN ) ( NN acl:relcl VBZ ) ( VBZ nsubj WP ) ( VBZ dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Belittling comments that remind the target who has the upper hand
"
( VB advcl VBG ) ( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VB nsubj NN ) ( VB compound:prt RP ),1.0,0.000375939849624,"Pressing a hand against one's chest, fingers splayed out
"
( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Retreating into the fetal position or curling up on the knees
"
( VB advmod RB ) ( VB nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( NN case IN ),1.0,0.000375939849624,"Leaning back, at ease and in control
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( VBG advmod RB ),1.0,0.000375939849624,"Pinching the bridge of the nose and squeezing the eyes tight
"
( NN acl JJ ) ( JJ mark IN ) ( JJ cop VBG ) ( JJ dep JJR ) ( JJ dep JJR ),1.0,0.000375939849624,"The feeling of being taller, bigger, stronger
"
( JJ advcl VBN ) ( VBN mark TO ) ( VBN auxpass VBZ ),1.0,0.000375939849624,"Agreeability to whatever is suggested
"
( NN amod JJ ) ( NN appos NN ) ( NN advmod JJ ) ( JJ nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A loud voice, bragging, full of bluster
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN acl:relcl VB ) ( VB aux MD ) ( VB xcomp JJ ),1.0,0.000375939849624,"Bringing up everything that could go wrong
"
( VBG dobj NN ) ( VBG nmod IN ),1.0,0.000375939849624,"Sucking the cheeks in
"
( VBG dobj NN ) ( NN case POS ),1.0,0.000375939849624,"Minimizing another's compliments
"
( VBG advmod RB ) ( VBG dep VBG ) ( VBG neg RB ) ( VBG ccomp VB ) ( VB nsubj NN ) ( VB dobj NN ) ( VB nmod IN ),1.0,0.000375939849624,"Speaking rapidly, not letting others get a word in
"
( VB dobj NN ) ( VB nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Pallid skin from lack of sunlight
"
( VB nsubj NN ) ( NN acl:relcl VBZ ) ( VBZ conj VBZ ) ( VBZ cc CC ) ( VBZ conj VBZ ),1.0,0.000375939849624,"A vein that pulses, twitches, or becomes engorged
"
( VB advmod RB ) ( VB xcomp VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Hands up, backing away with a shudder
"
( VB advcl VBG ) ( VBG xcomp JJ ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( VB nsubj NN ) ( VB xcomp JJ ),1.0,0.000375939849624,"Standing tall with good posture, legs spread wide
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN compound NN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Tapping one's index finger against the lip
"
( VBN nsubj NN ) ( NN amod JJ ) ( JJ amod JJ ),1.0,0.000375939849624,"A slow, disbelieving head shake
"
( VBG conj VBG ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Jiggling, tugging, or tapping the earlobe
"
( VBG xcomp VB ) ( VB mark TO ) ( VB advmod RBR ) ( VB cc CC ) ( VB conj VB ),1.0,0.000375939849624,"Moving to get closer or touch
"
( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( VBG advcl VBG ) ( VBG mark IN ) ( VBG dobj PRP ),1.0,0.000375939849624,"sitting in an uncomfortable position without feeling it
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN compound NN ) ( NN amod VBG ),1.0,0.000375939849624,"Losing track of the time while remembering
"
( NN nsubj NN ) ( NN nmod NN ) ( NN case IN ) ( NN acl VBG ) ( VBG nmod CD ) ( CD case IN ) ( NN cop VBZ ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"A sensation of hair raising on one's arms and nape
"
( VBZ advcl VBG ) ( VBG cc CC ) ( VBG conj VBG ) ( VBZ nsubj NN ) ( VBZ advmod RB ),1.0,0.000375939849624,"Flinching or starting, the body jumping slightly
"
( VBG nmod NN ) ( NN case TO ) ( VBG xcomp VB ) ( VB mark TO ) ( VB xcomp JJ ),1.0,0.000375939849624,"Talking to strangers to feel connected
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG compound:prt RP ),1.0,0.000375939849624,"Warding someone or something off
"
( NNP dep VBG ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Heart thudding dully in the chest
"
( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj JJ ) ( JJ xcomp VB ) ( VB mark TO ) ( VB xcomp JJ ) ( JJ nsubj NN ),1.0,0.000375939849624,"Digging in a purse or pocket to keep the hands busy
"
( NN compound NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Shooting glances at the suspect
"
( VBG dobj NN ) ( NN amod VBG ),1.0,0.000375939849624,"Making joking observations
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case TO ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ),1.0,0.000375939849624,"Raising one's palms to the sky and looking up
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Rubbing the heel of a palm against chest
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG nmod NN ) ( NN case TO ) ( VBG advcl VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Tilting the head from side to side, weighing choices
"
( NN amod JJ ) ( NN appos NN ) ( NN acl VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Rigid posture, cords twanging in the neck
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Looking around in confusion or shock
"
( VBG xcomp JJ ) ( JJ nsubj NN ) ( NN compound NN ),1.0,0.000375939849624,"Pulling a ball cap low
"
( VBG advmod CC ) ( CC advmod RB ) ( RB advmod RB ) ( CC advmod RB ) ( RB advmod RB ),1.0,0.000375939849624,"Talking too much or too fast
"
( VBG xcomp JJ ) ( JJ advmod RB ) ( VBG cc CC ) ( VBG conj RB ),1.0,0.000375939849624,"Becoming unnaturally quiet or still
"
( VBN nsubj NN ) ( VBN advmod NN ),1.0,0.000375939849624,"Hands that briefly clench
"
( VBN nsubj NN ) ( VBN xcomp VBG ),1.0,0.000375939849624,"Vigorous head shaking
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG advcl VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Punching fists against thighs to release frustration
"
( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ) ( VBG nmod NN ) ( NN case TO ) ( NN acl JJ ) ( JJ case IN ),1.0,0.000375939849624,"Squeezing someone's arm to the point of bruising
"
